ID	MosquitoSpecies	Landscape	Landscape	BloodSourceSpecies	BloodSource_Class	BloodSource_Order	LatN_dec	LongW_dec	Location	Database	StudyType	Title	Year	Author1	Author2	Author3	Author4	Author5	InstAut1	InstAut2	InstAut3	InstAut4	InstAut5		
Alencar2015	Anopheles_intermedius	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_minor	wild_flooded_area	wild	Gallus_gallus_domesticus	Aves	Galliformes 	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Anopheles_rangeli	wild_flooded_area	wild	"Gallus_gallus_domesticus,Tropidurus_sp."	Aves	"Galliformes, Squamata"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Coquillettidia_juxtamansonia	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Rodentia, Anura "	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Alencar2015	Mansonia_titillans	wild_flooded_area	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Bufo_bufo"	"Mammalia,Aves,Amphibia"	"Galliformes, Didelphimorphia, Rodentia, Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil"	2015	Alencar J.	Mello C.F.D.	Gil-Santana H.R.	Giupponi A.P.D.L.	"Ara£jo A.N., Lorosa E.S., Guimar∆es A.ê., Silva J.D.S."	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro"		
Hamer2009	Culex_pipiens	urban	urban	"Felis_catus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_virginiana,Procyon_lotor,Sciurus_carolinensis,Odocoileus_virginianus,Spinus_tristis,Falco_sparverius,Turdus_migratorius,Poecile_atricapillus,Cyanocitta_cristata,Toxostoma_rufum,Bombycilla_cedrorum,Spizella_passerina,Serinus_canaria_domestica,Quiscalus_quiscula,Accipiter_cooperii,Sturnus_vulgaris,Dumetella_carolinensis,Haemorhous_mexicanus,Passer_domesticus,Troglodytes_aedon,Zenaida_macroura,Cardinalis_cardinalis,Colaptes_auratus,Agelaius_phoeniceus,Columba_livia,Piranga_olivacea,Melospiza_melodia,Catharus_ustulatus,Catharus_fuscescens"	"Mammalia,Aves"	NA	41.7	-87.73	"Illinois,USA"	Scopus	article	Host Selection by Culex pipiens Mosquitoes and West Nile Virus Amplification	2009	"Hamer, G.L."	"Kitron, Uriel D."	"Goldberg, Tony L."	"Brawn, Jeffrey D."	"Loss, S. R., Ruiz, M. O., Hayes, D. B., Walker E. D."	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin	University_of_Illinois		
Hamer2009	Culex_restuans	urban	urban	"Hyla_versicolor,Homo_sapiens_sapiens,Procyon_lotor,Sciurus_carolinensis,Sylvilagus_floridanus,Turdus_migratorius,Cyanocitta_cristata,Molothrus_ater,Quiscalus_quiscula,Sialia_sialis,Sturnus_vulgaris,Spizella_pusilla,Dumetella_carolinensis,Haemorhous_mexicanus,Passer_domesticus,Anas_platyrhynchos,Zenaida_macroura,Cardinalis_cardinalis,Agelaius_phoeniceus,Piranga_olivacea,Melospiza_melodia,Melospiza_georgiana,Catharus_fuscescens"	"Amphibia,Mammalia,Aves"	"Anura, Primates, Carnivora, Rodentia, Lagomorpha, Passeriformes, Anseriformes, Columbiformes, "	41.7	-87.73	"Illinois,USA"	Scopus	article	Host Selection by Culex pipiens Mosquitoes and West Nile Virus Amplification	2009	"Hamer, G.L."	"Kitron, Uriel D."	"Goldberg, Tony L."	"Brawn, Jeffrey D."	"Loss, S. R., Ruiz, M. O., Hayes, D. B., Walker E. D."	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin	University_of_Illinois		
Hamer2009	Aedes_vexans	urban	urban	"Felis_catus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_virginiana,Procyon_lotor,Odocoileus_virginianus,Sylvilagus_floridanus,Turdus_migratorius,Gallus_gallus_domesticus,Spizella_passerina,Serinus_canaria_domestica,Haemorhous_mexicanus,Passer_domesticus,Zenaida_macroura,Piranga_olivacea,Meleagris_gallopavo"	"Mammalia,Aves"	"Carnivora, Primates, Didelphimorphia, Artiodactyla, Lagomorpha, Passeriformes, Galliformes, Columbiformes, "	41.7	-87.73	"Illinois,USA"	Scopus	article	Host Selection by Culex pipiens Mosquitoes and West Nile Virus Amplification	2009	"Hamer, G.L."	"Kitron, Uriel D."	"Goldberg, Tony L."	"Brawn, Jeffrey D."	"Loss, S. R., Ruiz, M. O., Hayes, D. B., Walker E. D."	Michigan_State_University	Michigan_State_University	Emory_University	University_of_Wisconsin	University_of_Illinois		
Burkett-Cadena2011	Aedes_sticticus	wild	wild	"Cardinalis_cardinalis,Procyon_lotor,Sylvilagus_aquaticus,Odocoileus_virginianus"	"Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Aedes_vexans	wild	wild	"Quiscalus_quiscula,Ardea _herodias,Cardinalis_cardinalis,Podilymbus_podiceps,Sylvilagus_aquaticus,Vireo_griseus,Odocoileus_virginianus,Meleagris_gallopavo"	"Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Coquillettidia_perturbans	wild	wild	"Poecile_carolinensis,Haemorhous_mexicanus,Odocoileus_virginianus"	"Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Culex_erraticus	wild	wild	"Empidonax_virescens,Castor_canadensis,Botaurus_lentiginosus,Turdus_migratorius,Anhinga_anhinga,Strix_varia,Pantherophis_obsoletus,Passerina_caerulea,Cyanocitta_cristata,Lithobates_catesbeianus,Crotalus_horridus,Poecile_carolinensis,Carolina,Quiscalus_quiscula,Dryophytes_chrysoscelis,Agkistrodon_piscivorus,Bos_taurus,Canis_lupus_familiaris,Terrapene_carolina_carolina,Sylvilagus_floridanus,Sceloporus_undulatus,Coluber_constrictor,Thamnophis_sauritus_sauritus,Megascops_asio,Neotoma_floridana,Neotoma_floridana,Liodytes_rigida_rigida,Ardea_herodias,Ardea_alba,Butorides_virescens,Dumetella_carolinensis,Setophaga_citrina,Haemorhous_mexicanus,Homo_sapiens_sapiens,Geothlypis_formosa,Cardinalis_cardinalis,Mimus_polyglottos,Icterus_spurius,Podilymbus_podiceps,Setophaga_pinus,Dryophytes_femoralis,Nerodia_erythrogaster,Procyon_lotor,Trachemys_scripta_elegans,Archilochus_colubris,Piranga_rubra,Sylvilagus_aquaticus,Baeolophus_bicolor,Vireo_griseus,Odocoileus_virginianus,Sus_scrofa,Meleagris_gallopavo,Aix_sponsa,Hylocichla_mustelina,Coccyzus_americanus,Nyctanassa_violacea"	"Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Culex_peccator	wild	wild	"Botaurus_lentiginosus,Lithobates_catesbeianus,Crotalus_horridus,Agkistrodon_piscivorus,Sylvilagus_floridanus,Coluber_constrictor,Thamnophis_sauritus_sauritus,Ardea_herodias,Butorides_virescens,Anolis_carolinensis,Lithobates_clamitans,Dryophytes_cinereus,Homo_sapiens_sapiens,Lithobates_sp.,Nerodia_erythrogaster,Odocoileus_virginianus,Sus_scrofa,Aix_sponsa,Nyctanassa_violacea"	"Amphibia,Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Culex_quinquefasciatus	wild	wild	"Turdus_migratorius,Sciurus_carolinensis,Haemorhous_mexicanus,Cardinalis_cardinalis,Mimus_polyglottos,Buteo_jamaicensis,Odocoileus_virginianus,Hylocichla_mustelina"	"Mammalia,Aves"	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Burkett-Cadena2011	Culex_territans	wild	wild	"Dryophytes_gratiosus,Dryophytes_avivoca,Lithobates_catesbeianus,Dryophytes_chrysoscelis,Lithobates_clamitans,Dryophytes_cinereus,Lithobates_sp.,Dryophytes_femoralis,Anaxyrus_terrestris,Pseudacris_crucifer,Dryophytes_squirellus"	Amphibia	NA	32.478846	-85.609963	"Alabama,USA"	Scopus	article	Host reproductive phenology drives seasonal patterns of host use in mosquitoes	2011	Burkett-Cadena N.D.	McClure C.J.W.	Ligon R.A.	Graham S.P.	"Guyer C., Hill G.E., Ditchkoff S.S., Eubanks M.D., Hassan H.K., Unnasch T.R."	Auburn_University	Auburn_University	Auburn_University	Auburn_University	Auburn_University		
Lura2012	Culex_erythrothorax	wild	wild	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus,Zenaida_macroura"	Aves	NA	33.870608	-117.118572	"California,USA"	Scopus	article	Host (avian) biting preference of southern california Culex mosquitoes (Diptera: Culicidae)	2012	Lura T.	Cummings R.	Velten R.	Collibus K.D.	"Morgan T., Nguyen K., Gerry A."	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District		
Lura2012	Culex_tarsalis	wild	wild	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus,Zenaida_macroura"	Aves	NA	33.870608	-117.118572	"California,USA"	Scopus	article	Host (avian) biting preference of southern california Culex mosquitoes (Diptera: Culicidae)	2012	Lura T.	Cummings R.	Velten R.	Collibus K.D.	"Morgan T., Nguyen K., Gerry A."	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District		
Lura2012	Culex_quinquefasciatus	urban	urban	"Corvus_brachyrhynchos,Passer_domesticus,Carpodacus_mexicanus"	Aves	NA	33.775247	-117.904217	"California,USA"	Scopus	article	Host (avian) biting preference of southern california Culex mosquitoes (Diptera: Culicidae)	2012	Lura T.	Cummings R.	Velten R.	Collibus K.D.	"Morgan T., Nguyen K., Gerry A."	University_of_California	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District	Orange_County_Mosquito_and_Vector_Control_District		
DosSantosSilva2012	Anopheles_albitarsis	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_albitarsis	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Equus_ferus_caballus,Rattus_rattus"	"Aves,Mammalia"	NA	-16.665008	-56.793894	"THP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_cruzii	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_cruzii	wild	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_cruzii	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_evansae	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Anopheles_evansae	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Chagasia_fajardi	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Rattus_rattus"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Chagasia_fajardi	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Chagasia_fajardi	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_fulvus	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_fulvus	wild	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_scapularis	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_scapularis	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_scapularis	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Didelphis_marsupialis,Equus_ferus_caballus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_scapularis	wild	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
